occurrenceID,measurementType,measurementValue
IYS2020-Legacy-1-Bongo-1-94,abundance,0.165460186142709
IYS2020-Legacy-1-Bongo-1-95,lifeStage,NA
IYS2020-Legacy-1-Bongo-1-95,sex,NA
IYS2020-Legacy-1-Bongo-1-95,abundance,0.165460186142709
IYS2020-Legacy-1-Bongo-1-96,lifeStage,NA
IYS2020-Legacy-1-Bongo-1-96,sex,M
IYS2020-Legacy-1-Bongo-1-96,abundance,0.0103412616339193
IYS2020-Legacy-1-Bongo-1-97,lifeStage,NA
IYS2020-Legacy-1-Bongo-1-97,sex,F
IYS2020-Legacy-1-Bongo-1-97,abundance,0.0103412616339193
IYS2020-Legacy-1-Bongo-1-98,lifeStage,NA
IYS2020-Legacy-1-Bongo-1-98,sex,NA
IYS2020-Legacy-1-Bongo-1-98,abundance,0.0517063081695967
IYS2020-Legacy-10-Bongo-1-1,lifeStage,C4
IYS2020-Legacy-10-Bongo-1-1,sex,NA
IYS2020-Legacy-10-Bongo-1-1,abundance,0.860215053763441
IYS2020-Legacy-10-Bongo-1-2,lifeStage,C5
IYS2020-Legacy-10-Bongo-1-2,sex,F
IYS2020-Legacy-10-Bongo-1-2,abundance,0.860215053763441
IYS2020-Legacy-10-Bongo-1-3,lifeStage,C6
IYS2020-Legacy-10-Bongo-1-3,sex,F
IYS2020-Legacy-10-Bongo-1-3,abundance,0.860215053763441
IYS2020-Legacy-10-Bongo-1-4,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-4,sex,NA
IYS2020-Legacy-10-Bongo-1-4,abundance,0.860215053763441
IYS2020-Legacy-10-Bongo-1-5,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-5,sex,NA
IYS2020-Legacy-10-Bongo-1-5,abundance,0.618279569892473
IYS2020-Legacy-10-Bongo-1-6,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-6,sex,NA
IYS2020-Legacy-10-Bongo-1-6,abundance,3.44086021505376
IYS2020-Legacy-10-Bongo-1-7,lifeStage,C1
IYS2020-Legacy-10-Bongo-1-7,sex,NA
IYS2020-Legacy-10-Bongo-1-7,abundance,18.0645161290323
IYS2020-Legacy-10-Bongo-1-8,lifeStage,C2
IYS2020-Legacy-10-Bongo-1-8,sex,NA
IYS2020-Legacy-10-Bongo-1-8,abundance,14.6236559139785
IYS2020-Legacy-10-Bongo-1-9,lifeStage,C3
IYS2020-Legacy-10-Bongo-1-9,sex,NA
IYS2020-Legacy-10-Bongo-1-9,abundance,18.9247311827957
IYS2020-Legacy-10-Bongo-1-10,lifeStage,C6
IYS2020-Legacy-10-Bongo-1-10,sex,F
IYS2020-Legacy-10-Bongo-1-10,abundance,0.860215053763441
IYS2020-Legacy-10-Bongo-1-11,lifeStage,juvenile
IYS2020-Legacy-10-Bongo-1-11,sex,NA
IYS2020-Legacy-10-Bongo-1-11,abundance,0.860215053763441
IYS2020-Legacy-10-Bongo-1-12,lifeStage,C6
IYS2020-Legacy-10-Bongo-1-12,sex,F
IYS2020-Legacy-10-Bongo-1-12,abundance,0.860215053763441
IYS2020-Legacy-10-Bongo-1-13,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-13,sex,NA
IYS2020-Legacy-10-Bongo-1-13,abundance,0.053763440860215
IYS2020-Legacy-10-Bongo-1-14,lifeStage,C3
IYS2020-Legacy-10-Bongo-1-14,sex,NA
IYS2020-Legacy-10-Bongo-1-14,abundance,0.860215053763441
IYS2020-Legacy-10-Bongo-1-15,lifeStage,C4
IYS2020-Legacy-10-Bongo-1-15,sex,NA
IYS2020-Legacy-10-Bongo-1-15,abundance,0.860215053763441
IYS2020-Legacy-10-Bongo-1-16,lifeStage,C5
IYS2020-Legacy-10-Bongo-1-16,sex,NA
IYS2020-Legacy-10-Bongo-1-16,abundance,3.44086021505376
IYS2020-Legacy-10-Bongo-1-17,lifeStage,C6
IYS2020-Legacy-10-Bongo-1-17,sex,M
IYS2020-Legacy-10-Bongo-1-17,abundance,0.860215053763441
IYS2020-Legacy-10-Bongo-1-18,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-18,sex,NA
IYS2020-Legacy-10-Bongo-1-18,abundance,0.0268817204301075
IYS2020-Legacy-10-Bongo-1-19,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-19,sex,NA
IYS2020-Legacy-10-Bongo-1-19,abundance,0.0268817204301075
IYS2020-Legacy-10-Bongo-1-20,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-20,sex,NA
IYS2020-Legacy-10-Bongo-1-20,abundance,10.3225806451613
IYS2020-Legacy-10-Bongo-1-21,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-21,sex,NA
IYS2020-Legacy-10-Bongo-1-21,abundance,0.10752688172043
IYS2020-Legacy-10-Bongo-1-22,lifeStage,C5
IYS2020-Legacy-10-Bongo-1-22,sex,M
IYS2020-Legacy-10-Bongo-1-22,abundance,0.860215053763441
IYS2020-Legacy-10-Bongo-1-23,lifeStage,C5
IYS2020-Legacy-10-Bongo-1-23,sex,F
IYS2020-Legacy-10-Bongo-1-23,abundance,0.161290322580645
IYS2020-Legacy-10-Bongo-1-24,lifeStage,C6
IYS2020-Legacy-10-Bongo-1-24,sex,F
IYS2020-Legacy-10-Bongo-1-24,abundance,0.43010752688172
IYS2020-Legacy-10-Bongo-1-25,lifeStage,C6
IYS2020-Legacy-10-Bongo-1-25,sex,M
IYS2020-Legacy-10-Bongo-1-25,abundance,0.10752688172043
IYS2020-Legacy-10-Bongo-1-26,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-26,sex,NA
IYS2020-Legacy-10-Bongo-1-26,abundance,3.79032258064516
IYS2020-Legacy-10-Bongo-1-27,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-27,sex,NA
IYS2020-Legacy-10-Bongo-1-27,abundance,2.01612903225806
IYS2020-Legacy-10-Bongo-1-28,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-28,sex,M
IYS2020-Legacy-10-Bongo-1-28,abundance,0.0268817204301075
IYS2020-Legacy-10-Bongo-1-29,lifeStage,calyptopsis
IYS2020-Legacy-10-Bongo-1-29,sex,NA
IYS2020-Legacy-10-Bongo-1-29,abundance,4.3010752688172
IYS2020-Legacy-10-Bongo-1-30,lifeStage,egg
IYS2020-Legacy-10-Bongo-1-30,sex,NA
IYS2020-Legacy-10-Bongo-1-30,abundance,8.60215053763441
IYS2020-Legacy-10-Bongo-1-31,lifeStage,nauplius
IYS2020-Legacy-10-Bongo-1-31,sex,NA
IYS2020-Legacy-10-Bongo-1-31,abundance,3.44086021505376
IYS2020-Legacy-10-Bongo-1-32,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-32,sex,NA
IYS2020-Legacy-10-Bongo-1-32,abundance,0.0268817204301075
IYS2020-Legacy-10-Bongo-1-33,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-33,sex,NA
IYS2020-Legacy-10-Bongo-1-33,abundance,4.3010752688172
IYS2020-Legacy-10-Bongo-1-34,lifeStage,C3
IYS2020-Legacy-10-Bongo-1-34,sex,NA
IYS2020-Legacy-10-Bongo-1-34,abundance,0.860215053763441
IYS2020-Legacy-10-Bongo-1-35,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-35,sex,NA
IYS2020-Legacy-10-Bongo-1-35,abundance,2.58064516129032
IYS2020-Legacy-10-Bongo-1-36,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-36,sex,NA
IYS2020-Legacy-10-Bongo-1-36,abundance,2.58064516129032
IYS2020-Legacy-10-Bongo-1-37,lifeStage,C5
IYS2020-Legacy-10-Bongo-1-37,sex,NA
IYS2020-Legacy-10-Bongo-1-37,abundance,2.58064516129032
IYS2020-Legacy-10-Bongo-1-38,lifeStage,C6
IYS2020-Legacy-10-Bongo-1-38,sex,F
IYS2020-Legacy-10-Bongo-1-38,abundance,0.860215053763441
IYS2020-Legacy-10-Bongo-1-39,lifeStage,C1
IYS2020-Legacy-10-Bongo-1-39,sex,NA
IYS2020-Legacy-10-Bongo-1-39,abundance,2.58064516129032
IYS2020-Legacy-10-Bongo-1-40,lifeStage,C2
IYS2020-Legacy-10-Bongo-1-40,sex,NA
IYS2020-Legacy-10-Bongo-1-40,abundance,7.74193548387097
IYS2020-Legacy-10-Bongo-1-41,lifeStage,C3
IYS2020-Legacy-10-Bongo-1-41,sex,NA
IYS2020-Legacy-10-Bongo-1-41,abundance,5.16129032258065
IYS2020-Legacy-10-Bongo-1-42,lifeStage,C4
IYS2020-Legacy-10-Bongo-1-42,sex,NA
IYS2020-Legacy-10-Bongo-1-42,abundance,4.3010752688172
IYS2020-Legacy-10-Bongo-1-43,lifeStage,C5
IYS2020-Legacy-10-Bongo-1-43,sex,NA
IYS2020-Legacy-10-Bongo-1-43,abundance,3.44086021505376
IYS2020-Legacy-10-Bongo-1-44,lifeStage,C6
IYS2020-Legacy-10-Bongo-1-44,sex,F
IYS2020-Legacy-10-Bongo-1-44,abundance,3.44086021505376
IYS2020-Legacy-10-Bongo-1-45,lifeStage,C6
IYS2020-Legacy-10-Bongo-1-45,sex,M
IYS2020-Legacy-10-Bongo-1-45,abundance,0.860215053763441
IYS2020-Legacy-10-Bongo-1-46,lifeStage,C4
IYS2020-Legacy-10-Bongo-1-46,sex,NA
IYS2020-Legacy-10-Bongo-1-46,abundance,39.5698924731183
IYS2020-Legacy-10-Bongo-1-47,lifeStage,C5
IYS2020-Legacy-10-Bongo-1-47,sex,NA
IYS2020-Legacy-10-Bongo-1-47,abundance,22.3655913978495
IYS2020-Legacy-10-Bongo-1-48,lifeStage,C6
IYS2020-Legacy-10-Bongo-1-48,sex,F
IYS2020-Legacy-10-Bongo-1-48,abundance,3.44086021505376
IYS2020-Legacy-10-Bongo-1-49,lifeStage,C1
IYS2020-Legacy-10-Bongo-1-49,sex,NA
IYS2020-Legacy-10-Bongo-1-49,abundance,4.3010752688172
IYS2020-Legacy-10-Bongo-1-50,lifeStage,C2
IYS2020-Legacy-10-Bongo-1-50,sex,NA
IYS2020-Legacy-10-Bongo-1-50,abundance,18.9247311827957
IYS2020-Legacy-10-Bongo-1-51,lifeStage,C3
IYS2020-Legacy-10-Bongo-1-51,sex,NA
IYS2020-Legacy-10-Bongo-1-51,abundance,26.6666666666667
IYS2020-Legacy-10-Bongo-1-52,lifeStage,C6
IYS2020-Legacy-10-Bongo-1-52,sex,F
IYS2020-Legacy-10-Bongo-1-52,abundance,0.860215053763441
IYS2020-Legacy-10-Bongo-1-53,lifeStage,C5
IYS2020-Legacy-10-Bongo-1-53,sex,F
IYS2020-Legacy-10-Bongo-1-53,abundance,1.72043010752688
IYS2020-Legacy-10-Bongo-1-54,lifeStage,C5
IYS2020-Legacy-10-Bongo-1-54,sex,M
IYS2020-Legacy-10-Bongo-1-54,abundance,1.72043010752688
IYS2020-Legacy-10-Bongo-1-55,lifeStage,C4
IYS2020-Legacy-10-Bongo-1-55,sex,NA
IYS2020-Legacy-10-Bongo-1-55,abundance,2.71505376344086
IYS2020-Legacy-10-Bongo-1-56,lifeStage,C5
IYS2020-Legacy-10-Bongo-1-56,sex,NA
IYS2020-Legacy-10-Bongo-1-56,abundance,1.63978494623656
IYS2020-Legacy-10-Bongo-1-57,lifeStage,C4
IYS2020-Legacy-10-Bongo-1-57,sex,NA
IYS2020-Legacy-10-Bongo-1-57,abundance,8.60215053763441
IYS2020-Legacy-10-Bongo-1-58,lifeStage,C4
IYS2020-Legacy-10-Bongo-1-58,sex,NA
IYS2020-Legacy-10-Bongo-1-58,abundance,2.58064516129032
IYS2020-Legacy-10-Bongo-1-59,lifeStage,C1
IYS2020-Legacy-10-Bongo-1-59,sex,NA
IYS2020-Legacy-10-Bongo-1-59,abundance,2.58064516129032
IYS2020-Legacy-10-Bongo-1-60,lifeStage,C2
IYS2020-Legacy-10-Bongo-1-60,sex,NA
IYS2020-Legacy-10-Bongo-1-60,abundance,4.3010752688172
IYS2020-Legacy-10-Bongo-1-61,lifeStage,C3
IYS2020-Legacy-10-Bongo-1-61,sex,NA
IYS2020-Legacy-10-Bongo-1-61,abundance,5.16129032258065
IYS2020-Legacy-10-Bongo-1-62,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-62,sex,NA
IYS2020-Legacy-10-Bongo-1-62,abundance,5.16129032258065
IYS2020-Legacy-10-Bongo-1-63,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-63,sex,NA
IYS2020-Legacy-10-Bongo-1-63,abundance,0.349462365591398
IYS2020-Legacy-10-Bongo-1-64,lifeStage,C6
IYS2020-Legacy-10-Bongo-1-64,sex,F
IYS2020-Legacy-10-Bongo-1-64,abundance,5.16129032258065
IYS2020-Legacy-10-Bongo-1-65,lifeStage,C6
IYS2020-Legacy-10-Bongo-1-65,sex,F
IYS2020-Legacy-10-Bongo-1-65,abundance,9.46236559139785
IYS2020-Legacy-10-Bongo-1-66,lifeStage,C4
IYS2020-Legacy-10-Bongo-1-66,sex,NA
IYS2020-Legacy-10-Bongo-1-66,abundance,1.72043010752688
IYS2020-Legacy-10-Bongo-1-67,lifeStage,C5
IYS2020-Legacy-10-Bongo-1-67,sex,NA
IYS2020-Legacy-10-Bongo-1-67,abundance,31.8279569892473
IYS2020-Legacy-10-Bongo-1-68,lifeStage,C6
IYS2020-Legacy-10-Bongo-1-68,sex,F
IYS2020-Legacy-10-Bongo-1-68,abundance,6.88172043010753
IYS2020-Legacy-10-Bongo-1-69,lifeStage,C6
IYS2020-Legacy-10-Bongo-1-69,sex,M
IYS2020-Legacy-10-Bongo-1-69,abundance,1.72043010752688
IYS2020-Legacy-10-Bongo-1-70,lifeStage,C4
IYS2020-Legacy-10-Bongo-1-70,sex,NA
IYS2020-Legacy-10-Bongo-1-70,abundance,0.860215053763441
IYS2020-Legacy-10-Bongo-1-71,lifeStage,C5
IYS2020-Legacy-10-Bongo-1-71,sex,NA
IYS2020-Legacy-10-Bongo-1-71,abundance,5.16129032258065
IYS2020-Legacy-10-Bongo-1-72,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-72,sex,NA
IYS2020-Legacy-10-Bongo-1-72,abundance,0.0268817204301075
IYS2020-Legacy-10-Bongo-1-73,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-73,sex,NA
IYS2020-Legacy-10-Bongo-1-73,abundance,0.376344086021505
IYS2020-Legacy-10-Bongo-1-74,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-74,sex,NA
IYS2020-Legacy-10-Bongo-1-74,abundance,1.63978494623656
IYS2020-Legacy-10-Bongo-1-75,lifeStage,trochophore
IYS2020-Legacy-10-Bongo-1-75,sex,NA
IYS2020-Legacy-10-Bongo-1-75,abundance,0.860215053763441
IYS2020-Legacy-10-Bongo-1-76,lifeStage,C6
IYS2020-Legacy-10-Bongo-1-76,sex,F
IYS2020-Legacy-10-Bongo-1-76,abundance,0.860215053763441
IYS2020-Legacy-10-Bongo-1-77,lifeStage,C6
IYS2020-Legacy-10-Bongo-1-77,sex,F
IYS2020-Legacy-10-Bongo-1-77,abundance,2.58064516129032
IYS2020-Legacy-10-Bongo-1-78,lifeStage,C6
IYS2020-Legacy-10-Bongo-1-78,sex,F
IYS2020-Legacy-10-Bongo-1-78,abundance,5.16129032258065
IYS2020-Legacy-10-Bongo-1-79,lifeStage,C3
IYS2020-Legacy-10-Bongo-1-79,sex,NA
IYS2020-Legacy-10-Bongo-1-79,abundance,6.02150537634409
IYS2020-Legacy-10-Bongo-1-80,lifeStage,C4
IYS2020-Legacy-10-Bongo-1-80,sex,NA
IYS2020-Legacy-10-Bongo-1-80,abundance,5.16129032258065
IYS2020-Legacy-10-Bongo-1-81,lifeStage,C5
IYS2020-Legacy-10-Bongo-1-81,sex,F
IYS2020-Legacy-10-Bongo-1-81,abundance,7.74193548387097
IYS2020-Legacy-10-Bongo-1-82,lifeStage,C5
IYS2020-Legacy-10-Bongo-1-82,sex,M
IYS2020-Legacy-10-Bongo-1-82,abundance,4.3010752688172
IYS2020-Legacy-10-Bongo-1-83,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-83,sex,NA
IYS2020-Legacy-10-Bongo-1-83,abundance,0.376344086021505
IYS2020-Legacy-10-Bongo-1-84,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-84,sex,NA
IYS2020-Legacy-10-Bongo-1-84,abundance,0.0268817204301075
IYS2020-Legacy-10-Bongo-1-85,lifeStage,C6
IYS2020-Legacy-10-Bongo-1-85,sex,F
IYS2020-Legacy-10-Bongo-1-85,abundance,2.58064516129032
IYS2020-Legacy-10-Bongo-1-86,lifeStage,C4
IYS2020-Legacy-10-Bongo-1-86,sex,NA
IYS2020-Legacy-10-Bongo-1-86,abundance,0.860215053763441
IYS2020-Legacy-10-Bongo-1-87,lifeStage,C5
IYS2020-Legacy-10-Bongo-1-87,sex,NA
IYS2020-Legacy-10-Bongo-1-87,abundance,4.3010752688172
IYS2020-Legacy-10-Bongo-1-88,lifeStage,C6
IYS2020-Legacy-10-Bongo-1-88,sex,F
IYS2020-Legacy-10-Bongo-1-88,abundance,1.72043010752688
IYS2020-Legacy-10-Bongo-1-89,lifeStage,C6
IYS2020-Legacy-10-Bongo-1-89,sex,M
IYS2020-Legacy-10-Bongo-1-89,abundance,0.860215053763441
IYS2020-Legacy-10-Bongo-1-90,lifeStage,C3
IYS2020-Legacy-10-Bongo-1-90,sex,NA
IYS2020-Legacy-10-Bongo-1-90,abundance,1.72043010752688
IYS2020-Legacy-10-Bongo-1-91,lifeStage,larva
IYS2020-Legacy-10-Bongo-1-91,sex,NA
IYS2020-Legacy-10-Bongo-1-91,abundance,0.053763440860215
IYS2020-Legacy-10-Bongo-1-92,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-92,sex,NA
IYS2020-Legacy-10-Bongo-1-92,abundance,0.053763440860215
IYS2020-Legacy-10-Bongo-1-93,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-93,sex,NA
IYS2020-Legacy-10-Bongo-1-93,abundance,0.0268817204301075
IYS2020-Legacy-10-Bongo-1-94,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-94,sex,NA
IYS2020-Legacy-10-Bongo-1-94,abundance,0.053763440860215
IYS2020-Legacy-10-Bongo-1-95,lifeStage,NA
IYS2020-Legacy-10-Bongo-1-95,sex,NA
IYS2020-Legacy-10-Bongo-1-95,abundance,0.0268817204301075
IYS2020-Legacy-11-Bongo-1-1,lifeStage,NA
IYS2020-Legacy-11-Bongo-1-1,sex,NA
IYS2020-Legacy-11-Bongo-1-1,abundance,0.0441208912420031
IYS2020-Legacy-11-Bongo-1-2,lifeStage,NA
IYS2020-Legacy-11-Bongo-1-2,sex,NA
IYS2020-Legacy-11-Bongo-1-2,abundance,0.639752923009045
IYS2020-Legacy-11-Bongo-1-3,lifeStage,NA
IYS2020-Legacy-11-Bongo-1-3,sex,NA
IYS2020-Legacy-11-Bongo-1-3,abundance,0.705934259872049
IYS2020-Legacy-11-Bongo-1-4,lifeStage,NA
IYS2020-Legacy-11-Bongo-1-4,sex,NA
IYS2020-Legacy-11-Bongo-1-4,abundance,7.05934259872049
IYS2020-Legacy-11-Bongo-1-5,lifeStage,larva
IYS2020-Legacy-11-Bongo-1-5,sex,NA
IYS2020-Legacy-11-Bongo-1-5,abundance,0.0441208912420031
IYS2020-Legacy-11-Bongo-1-6,lifeStage,C1
IYS2020-Legacy-11-Bongo-1-6,sex,NA
IYS2020-Legacy-11-Bongo-1-6,abundance,24.7076990955217
IYS2020-Legacy-11-Bongo-1-7,lifeStage,C2
IYS2020-Legacy-11-Bongo-1-7,sex,NA
IYS2020-Legacy-11-Bongo-1-7,abundance,33.1789102139863
IYS2020-Legacy-11-Bongo-1-8,lifeStage,C3
IYS2020-Legacy-11-Bongo-1-8,sex,NA
IYS2020-Legacy-11-Bongo-1-8,abundance,40.9441870725789
IYS2020-Legacy-11-Bongo-1-9,lifeStage,C6
IYS2020-Legacy-11-Bongo-1-9,sex,F
IYS2020-Legacy-11-Bongo-1-9,abundance,4.2356055592323
IYS2020-Legacy-11-Bongo-1-10,lifeStage,juvenile
IYS2020-Legacy-11-Bongo-1-10,sex,NA
IYS2020-Legacy-11-Bongo-1-10,abundance,2.11780277961615
IYS2020-Legacy-11-Bongo-1-11,lifeStage,C6
IYS2020-Legacy-11-Bongo-1-11,sex,M
IYS2020-Legacy-11-Bongo-1-11,abundance,0.705934259872049
IYS2020-Legacy-11-Bongo-1-12,lifeStage,C5
IYS2020-Legacy-11-Bongo-1-12,sex,NA
IYS2020-Legacy-11-Bongo-1-12,abundance,2.11780277961615
IYS2020-Legacy-11-Bongo-1-13,lifeStage,juvenile
IYS2020-Legacy-11-Bongo-1-13,sex,NA
IYS2020-Legacy-11-Bongo-1-13,abundance,0.0220604456210015
IYS2020-Legacy-11-Bongo-1-14,lifeStage,nauplius
IYS2020-Legacy-11-Bongo-1-14,sex,NA
IYS2020-Legacy-11-Bongo-1-14,abundance,1.4118685197441
IYS2020-Legacy-11-Bongo-1-15,lifeStage,C4
IYS2020-Legacy-11-Bongo-1-15,sex,NA
IYS2020-Legacy-11-Bongo-1-15,abundance,1.4118685197441
IYS2020-Legacy-11-Bongo-1-16,lifeStage,C5
IYS2020-Legacy-11-Bongo-1-16,sex,NA
IYS2020-Legacy-11-Bongo-1-16,abundance,2.8237370394882
IYS2020-Legacy-11-Bongo-1-17,lifeStage,C6
IYS2020-Legacy-11-Bongo-1-17,sex,F
IYS2020-Legacy-11-Bongo-1-17,abundance,1.4118685197441
IYS2020-Legacy-11-Bongo-1-18,lifeStage,NA
IYS2020-Legacy-11-Bongo-1-18,sex,NA
IYS2020-Legacy-11-Bongo-1-18,abundance,0.0220604456210015
IYS2020-Legacy-11-Bongo-1-19,lifeStage,NA
IYS2020-Legacy-11-Bongo-1-19,sex,NA
IYS2020-Legacy-11-Bongo-1-19,abundance,4.94153981910435
IYS2020-Legacy-11-Bongo-1-20,lifeStage,NA
IYS2020-Legacy-11-Bongo-1-20,sex,NA
IYS2020-Legacy-11-Bongo-1-20,abundance,0.0441208912420031
IYS2020-Legacy-11-Bongo-1-21,lifeStage,C5
IYS2020-Legacy-11-Bongo-1-21,sex,F
IYS2020-Legacy-11-Bongo-1-21,abundance,0.705934259872049
IYS2020-Legacy-11-Bongo-1-22,lifeStage,C5
IYS2020-Legacy-11-Bongo-1-22,sex,F
IYS2020-Legacy-11-Bongo-1-22,abundance,0.176483564968012
IYS2020-Legacy-11-Bongo-1-23,lifeStage,C6
IYS2020-Legacy-11-Bongo-1-23,sex,F
IYS2020-Legacy-11-Bongo-1-23,abundance,0.220604456210015
IYS2020-Legacy-11-Bongo-1-24,lifeStage,C6
IYS2020-Legacy-11-Bongo-1-24,sex,M
IYS2020-Legacy-11-Bongo-1-24,abundance,0.0661813368630046
IYS2020-Legacy-11-Bongo-1-25,lifeStage,C1
IYS2020-Legacy-11-Bongo-1-25,sex,NA
IYS2020-Legacy-11-Bongo-1-25,abundance,2.8237370394882
IYS2020-Legacy-11-Bongo-1-26,lifeStage,C2
IYS2020-Legacy-11-Bongo-1-26,sex,NA
IYS2020-Legacy-11-Bongo-1-26,abundance,0.705934259872049
IYS2020-Legacy-11-Bongo-1-27,lifeStage,C3
IYS2020-Legacy-11-Bongo-1-27,sex,NA
IYS2020-Legacy-11-Bongo-1-27,abundance,0.705934259872049
IYS2020-Legacy-11-Bongo-1-28,lifeStage,NA
IYS2020-Legacy-11-Bongo-1-28,sex,NA
IYS2020-Legacy-11-Bongo-1-28,abundance,2.97816015883521
IYS2020-Legacy-11-Bongo-1-29,lifeStage,NA
IYS2020-Legacy-11-Bongo-1-29,sex,NA
IYS2020-Legacy-11-Bongo-1-29,abundance,2.51489080079418
IYS2020-Legacy-11-Bongo-1-30,lifeStage,calyptopsis
IYS2020-Legacy-11-Bongo-1-30,sex,NA
IYS2020-Legacy-11-Bongo-1-30,abundance,2.11780277961615
IYS2020-Legacy-11-Bongo-1-31,lifeStage,egg
IYS2020-Legacy-11-Bongo-1-31,sex,NA
IYS2020-Legacy-11-Bongo-1-31,abundance,10.5890138980807
IYS2020-Legacy-11-Bongo-1-32,lifeStage,nauplius
IYS2020-Legacy-11-Bongo-1-32,sex,NA
IYS2020-Legacy-11-Bongo-1-32,abundance,0.705934259872049
IYS2020-Legacy-11-Bongo-1-33,lifeStage,NA
IYS2020-Legacy-11-Bongo-1-33,sex,NA
IYS2020-Legacy-11-Bongo-1-33,abundance,0.0220604456210015
IYS2020-Legacy-11-Bongo-1-34,lifeStage,NA
IYS2020-Legacy-11-Bongo-1-34,sex,NA
IYS2020-Legacy-11-Bongo-1-34,abundance,4.2356055592323
IYS2020-Legacy-11-Bongo-1-35,lifeStage,C2
IYS2020-Legacy-11-Bongo-1-35,sex,NA
IYS2020-Legacy-11-Bongo-1-35,abundance,1.4118685197441
IYS2020-Legacy-11-Bongo-1-36,lifeStage,C3
IYS2020-Legacy-11-Bongo-1-36,sex,NA
IYS2020-Legacy-11-Bongo-1-36,abundance,0.705934259872049
IYS2020-Legacy-11-Bongo-1-37,lifeStage,C6
IYS2020-Legacy-11-Bongo-1-37,sex,F
IYS2020-Legacy-11-Bongo-1-37,abundance,0.705934259872049
IYS2020-Legacy-11-Bongo-1-38,lifeStage,C3
IYS2020-Legacy-11-Bongo-1-38,sex,NA
IYS2020-Legacy-11-Bongo-1-38,abundance,0.705934259872049
IYS2020-Legacy-11-Bongo-1-39,lifeStage,NA
IYS2020-Legacy-11-Bongo-1-39,sex,NA
IYS2020-Legacy-11-Bongo-1-39,abundance,21.1780277961615
IYS2020-Legacy-11-Bongo-1-40,lifeStage,C6
IYS2020-Legacy-11-Bongo-1-40,sex,M
IYS2020-Legacy-11-Bongo-1-40,abundance,0.705934259872049
IYS2020-Legacy-11-Bongo-1-41,lifeStage,C1
IYS2020-Legacy-11-Bongo-1-41,sex,NA
IYS2020-Legacy-11-Bongo-1-41,abundance,3.52967129936025
IYS2020-Legacy-11-Bongo-1-42,lifeStage,C2
IYS2020-Legacy-11-Bongo-1-42,sex,NA
IYS2020-Legacy-11-Bongo-1-42,abundance,7.05934259872049
IYS2020-Legacy-11-Bongo-1-43,lifeStage,C3
IYS2020-Legacy-11-Bongo-1-43,sex,NA
IYS2020-Legacy-11-Bongo-1-43,abundance,5.6474740789764
IYS2020-Legacy-11-Bongo-1-44,lifeStage,C4
IYS2020-Legacy-11-Bongo-1-44,sex,NA
IYS2020-Legacy-11-Bongo-1-44,abundance,8.47121111846459
IYS2020-Legacy-11-Bongo-1-45,lifeStage,C5
IYS2020-Legacy-11-Bongo-1-45,sex,NA
IYS2020-Legacy-11-Bongo-1-45,abundance,3.52967129936025
IYS2020-Legacy-11-Bongo-1-46,lifeStage,C6
IYS2020-Legacy-11-Bongo-1-46,sex,F
IYS2020-Legacy-11-Bongo-1-46,abundance,11.2949481579528
IYS2020-Legacy-11-Bongo-1-47,lifeStage,C6
IYS2020-Legacy-11-Bongo-1-47,sex,M
IYS2020-Legacy-11-Bongo-1-47,abundance,2.11780277961615
IYS2020-Legacy-11-Bongo-1-48,lifeStage,C4
IYS2020-Legacy-11-Bongo-1-48,sex,NA
IYS2020-Legacy-11-Bongo-1-48,abundance,32.4729759541143
IYS2020-Legacy-11-Bongo-1-49,lifeStage,C5
IYS2020-Legacy-11-Bongo-1-49,sex,NA
IYS2020-Legacy-11-Bongo-1-49,abundance,16.2364879770571
IYS2020-Legacy-11-Bongo-1-50,lifeStage,C6
IYS2020-Legacy-11-Bongo-1-50,sex,F
IYS2020-Legacy-11-Bongo-1-50,abundance,2.8237370394882
IYS2020-Legacy-11-Bongo-1-51,lifeStage,C1
IYS2020-Legacy-11-Bongo-1-51,sex,NA
IYS2020-Legacy-11-Bongo-1-51,abundance,0.705934259872049
